Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Australia","AUS","NA","3.5348391945895","0.973198613765702","-0.587710598053115","8.32084234216046","1.45053083355295","5.51205884295722","90.9631700061984","90.9137047647084","146.76397859381","124.185840006199","157.416641903636","131.692732079553","112.247826843714","137.268918460254","88.5269140779114","132.145165806133","120.947068227254","85.0782680199665","129.146012591544","62.1616235881955","62.9272199098569","57.9284716264744","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Austria","AUT","NA","4.29003455492465","-0.766160222842172","-0.562362372633562","-0.101742356008672","3.31133992633685","7.27897992503621","6.13045918233655","7.37961001418941","5.06478979484137","3.56951484973951","7.5336736644869","9.45643790577384","16.061340189373","20.6595439710903","22.190096638955","19.7900493600983","16.8340611583438","18.5025413919839","11.5357592344195","17.9558385760052","15.629474396183","13.3061865349978","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Azerbaijan","AZE","NA","1.12154600461052","NA","-32.821711771119","-37.9517793798786","-45.5459245671005","-50.0989147035028","-51.7712272850291","-48.8411522017334","-48.1953931397216","-45.3925667134776","-46.9168928646339","-48.3991162973237","-43.5099592430658","-42.3717270105237","-39.0278775532583","-37.9073193250729","-42.1945455906202","-31.0689540946622","-36.4592501657524","-35.048956388522","-30.8768643309124","-27.6062371666393","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Bahamas, The","BHS","NA","-3.47469603366567","-14.3429891678586","-17.6467890773844","-11.4247123345648","-1.70990514829333","7.32061044607122","-1.60900283702738","2.49564307799279","-0.363920909874382","-11.3634107020403","-12.291541105182","-9.42164395260378","-1.04326450399695","3.85114235427471","7.25008039835497","11.6999193535634","14.8964183093928","20.7616609574538","20.6577623451046","27.1813680195773","31.5230548535566","35.3862679581633","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Bahrain","BHR","NA","-15.3359431466449","-10.959491405306","-10.0912026897416","-10.7572977574906","-10.0912748861539","-6.24132647858407","NA","NA","5.8486525376841","NA","11.7330773713439","17.1037151168276","20.4600292055308","25.8078083117806","37.4276123272588","47.3147947588982","NA","NA","71.5446547751008","81.352994121069","87.3297052504506","92.655368233727","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Bangladesh","BGD","NA","-0.00132831686798784","1.51895993562707","1.73634613383551","3.62577072370049","7.73993822466275","9.71036567655732","10.5802174897485","1.91616219565047","9.17288747263494","7.34891820232619","12.6689953700383","13.5048523738783","15.5661333846707","16.3111265692923","19.2499443732782","22.5875492621661","27.1030776099477","29.9907642909531","34.1165261829929","40.0963674568397","42.4593661237747","44.6709619559371","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Barbados","BRB","NA","3.74472888140993","3.0929338905179","-5.91340969435111","-8.89452756430953","-8.34497260402466","-9.67142476168117","-6.38725198338148","0.74985552867004","9.20983920630849","9.5259919149737","2.12135518362848","5.34053659836582","NA","NA","NA","NA","NA","NA","NA","NA","NA","28.4202693967941","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Belarus","BLR","NA","-2.06381978555034","-8.22365234581566","-17.2983782130161","-24.5485962986967","-29.6957482210543","-29.6015584029787","-29.1844300625232","-52.9155590144372","-52.7997578380149","-55.0257520180195","-56.419214164994","-51.6065730082928","-55.7519351876539","-53.8178374322605","-51.4649324785064","-49.045793160976","-48.3793141328922","-45.6020616094619","-45.1195591021166","-41.6409472471235","-41.2543010534721","-40.8628458111616","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Belgium","BEL","NA","3.54006072362991","2.36280366293729","0.6422889689361","4.73308524812508","6.41158359313976","11.2001498021484","8.44051507232166","10.3735601500058","6.98273873600426","6.6573657077224","4.83234505567396","0.127648350408793","4.4672063081576","2.40473660153979","-0.853312163245989","-2.22652995351749","-4.38764368145816","-0.477727534424877","-4.90469922795349","0.113792704320015","-0.257233333699369","-3.26304177778005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Belize","BLZ","NA","9.07316970169219","-0.00488844715322845","-3.87629519747131","-6.30019212719458","-4.70778955483142","-9.28585903577064","4.73438599475853","45.9004262036825","80.7567107568881","164.964189477286","60.1798506015951","169.091535596066","469.657253632141","81.1377583373628","219.603635601209","101.758293678117","184.829556932834","122.556161272037","142.504370463724","136.895832187742","142.800372683659","148.114139356463","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Benin","BEN","NA","-19.1036372573926","-6.64406811125513","-12.7397358801518","-12.6536122383051","-3.95292681787639","-4.46726551418655","-1.95776796680306","4.90330459634925","-7.83450918382338","-14.6943462626451","-30.0342680545797","1.20660408970319","-21.8327545417718","-32.7603440978561","2.93409197581112","-22.8920605021975","-15.4740534303954","-20.2340693937853","-19.3261055387746","-30.0037256416455","-29.453310855689","-28.9371945601602","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Bermuda","BMU","NA","-10.936995575336","-28.6819316397734","-27.8632542651039","-24.7596544797399","-23.9205894057472","-22.7985334351906","NA","-29.2886813272864","-24.6459160684192","-20.5204788018198","-21.8773662304298","-19.2761591197846","-16.8386052434965","-9.34124812559827","-10.4456237504917","-8.03217065133466","NA","NA","-14.0434746315208","-8.93018954570163","-5.83290838081159","-3.07603570427286","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Bhutan","BTN","NA","-0.252110839873254","24.5936874769699","24.3810151908854","26.1319855842075","28.7268474453356","29.9802454145582","24.7597696660973","51.7866269486129","201.33866498648","80.4299548373214","26.0385046427107","33.3913479326209","14.6413039434046","26.8015934372472","26.3815092137069","53.6041953553496","81.7416134720356","49.0681742354014","71.1465193663133","151.565618122149","154.628322864453","157.546459898682","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Bolivia","BOL","NA","-4.92293170631195","1.12829824720453","11.0793817635011","-18.7468445635393","-11.5620159588824","-8.5776087547661","-7.04655144253288","-29.3963625815776","17.2483589628099","-52.5549055222854","-67.7002333221098","-42.5363785056292","-35.3229798361183","31.1066354220892","60.6360277087946","-14.7581169670052","18.1245700818801","-37.7077940931927","-60.3282251638847","-46.5856137460456","222.344060450781","222.730661981738","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Bosnia and Herzegovina","BIH","NA","-9.98024505124847","-31.1099549888801","-40.9490729285444","-79.2152581936641","-79.001327515784","-77.3211820199973","-61.7499220943862","-52.6054650852477","-50.925977345489","-28.1803591320708","-42.2679203820966","-45.360593116159","-40.4641847637653","-36.1375198932324","-33.6485212730979","-27.2884745267729","-21.2190659024392","-22.6127410866384","-21.8614686002024","-18.1977203645054","-15.6863925331122","-13.4431376717436","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Botswana","BWA","NA","-18.0186172450112","15.8626898729799","-31.2437033040619","-17.1291665311332","-9.12347450120895","-23.6745821925158","-24.4710102418402","156.439461051807","159.657456002112","196.734053511213","306.405328314297","284.730239881075","30.7326372336675","78.6177976136397","80.8742036710303","225.165529120618","95.0401332228128","446.254893317436","71.5532791994159","510.571574202609","512.357104930585","513.996521783697","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Brazil","BRA","NA","-2.2566867987084","2.67552112232963","10.3617375691331","-9.38583202131984","-1.97755699258065","0.470119481947906","2.56532309505306","40.9359030657955","-0.644129864084086","-23.8810032964234","-20.4679083255782","-0.895417782449515","1.142152869596","22.4888530002777","48.5758817038477","0.92577571834731","68.3154556988772","-4.56662170038168","-24.5447412834179","80.688939898875","83.8515352048265","86.1163357376536","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","British Virgin Islands","VGB","NA","-1.77804781390259","2.09893186352321","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Brunei Darussalam","BRN","NA","-4.14947175807794","25.6597358904726","10.0790394655044","3.6051938135679","15.7779575226439","-1.16281226087935","1.44624036861345","-3.14475476205022","-48.3860295771048","-47.4627585660933","-46.2880993690019","-46.4205619342842","-41.4048525887018","-43.8110595796518","-40.2782655244737","-28.1571363593846","-29.2296502368897","-25.2015509092669","-26.2265670742657","-23.1024562152412","-21.0830844738793","-19.2619944768227","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Bulgaria","BGR","NA","-20.7292084493571","-25.5062662734495","-27.0728406495556","-28.9358205921212","-24.3473727170069","-23.3456225074229","-27.3421511317872","-33.476806735577","-39.0629982894329","-38.7570345957059","-36.4083544978637","-41.055268117229","-35.2145404238321","-36.2862517581227","-36.5849829721005","-35.3285368428401","-32.8990794210598","-33.645137004888","-39.7397981697297","-37.1377452649596","-32.5105888094942","-37.1401672865778","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Burkina Faso","BFA","NA","-2.3975620133635","3.75978622353204","5.79634943926473","9.54809517891928","15.8112946989592","19.290157772893","27.338097820675","273.283521287531","240.943674641038","282.43816769141","239.296601681671","312.002598960909","259.750242983917","256.22067630592","293.462740957336","240.417520848061","259.079953024481","235.003411239066","257.773534007242","257.220586503549","259.312931260587","261.372448817469","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Burundi","BDI","NA","3.01256590174364","4.42620841121402","7.95605592918118","6.354724482086","7.14571332657552","8.85349580248176","9.31986170762669","122.551169021296","-1.11510444884199","21.4343174822351","21.1473552341036","79.6934524775025","87.8836149233088","91.8740868863337","89.4398793028617","98.4089938918296","95.7053664180535","104.540151563113","111.718633975473","115.831108686943","119.797366697913","123.455019330366","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Cabo Verde","CPV","NA","4.44839494495795","13.9184086595518","14.9277824036272","9.81054709363125","21.1520729426801","12.0072159729901","19.4764136022608","26.6869312968433","31.6949262341754","60.0836408219959","44.9121949530544","48.4058459446625","52.2808729990387","61.1568981900184","74.2029685932008","NA","NA","77.2570360947037","80.7548902176135","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Cambodia","KHM","NA","-6.81131913486361","6.67977466965846","2.57510072269544","-9.04757504335129","6.49662154063155","-2.55452897143907","0.14677350317458","541.926663345954","180.361722691564","115.74886911715","227.81507716763","456.270363011499","442.911167121096","813.737652595165","418.660617123852","423.103208721931","909.69619990169","517.146692978292","349.110357774214","546.822768780052","549.724954872503","552.597762048705","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Cameroon","CMR","NA","-17.0708849867854","-6.50681017303198","-11.136627940053","-14.6996564699693","-6.95777624040809","-8.56570138688218","-6.94025275437525","61.6807221869885","38.1267398556237","67.1891651860457","21.926662955248","31.4567598372156","71.1959433257967","0.0316632325281008","64.756645983247","26.9926756031149","23.3477607814029","23.9479804118281","19.6652587879273","2.32535388944561","2.90273389616031","3.45174871470895","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Canada","CAN","NA","2.86920821114369","1.64101628921363","7.70655757904335","32.6174983776502","37.3494714014638","14.7988499798746","13.3704214823759","85.4961285393923","34.9785619819775","24.9649654583241","18.0470128227244","49.286765732686","56.2997346739282","70.8826026598323","39.6122362141337","47.0255633045007","46.5564043799338","49.3261703508383","23.1940419111383","25.5391007337396","69.7892969285607","68.7348718747496","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Cayman Islands","CYM","NA","3.34567105550418","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Central African Republic","CAF","NA","-27.4454855495481","-10.8002065165081","-19.5652284323647","-20.6573664027095","-8.43878271262989","-11.4135266534871","-9.50892257981613","275.384417314309","198.983350758842","241.677420094303","210.374948152262","140.01887786983","264.435303419269","136.222599686004","211.523889651436","307.204560352381","375.598432248591","312.69821441902","192.884232302805","249.761216097951","251.024208567063","252.285653074343","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Chad","TCD","NA","-16.7124706515679","-5.68044301627284","-11.1008726659762","-11.139731255175","-2.19541758750871","-3.04150529209707","2.96998280319296","501.571826115938","574.404928093615","604.796680039053","467.813691223521","593.546578611918","622.146200343238","582.295408382724","575.477171042357","596.066879307381","601.245961455072","551.960412007926","456.385296852029","495.095982463379","496.913074461722","498.725573359143","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Channel Islands","CHI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Chile","CHL","NA","-3.27934572668068","1.25065144472045","6.78975551320524","13.7883296296856","21.382265249635","34.5268031440806","50.5431591365781","67.4171903058338","77.3991642688013","65.1454879353159","66.0181475054475","66.6612211737938","72.1831300068151","82.4922336863013","85.6272004616385","86.3045750709429","106.699542193072","102.851235340906","101.724781892679","108.814942753301","114.984624705577","120.513944064173","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","China","CHN","NA","3.66168357560444","7.18832481185629","12.9888993857901","18.5171908083368","29.5342897269101","33.1187499824035","31.3674181298634","32.0789043047631","30.4833691665674","30.5612564773515","32.1847145722599","40.6465906967026","59.9661477881996","82.8213787884812","100.467166625795","120.244306209178","134.390133366855","157.458544241081","172.749830451021","187.303978348165","209.922084567424","219.952477201313","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Colombia","COL","NA","-1.32426679061685","2.33767560937121","8.24655395479037","-2.34013723508902","2.69796174122157","5.18692234186697","7.83553941080264","-5.19804925709048","-14.2411762343793","-5.66324032411509","-11.8054041807373","-15.0022279920354","-6.54610212978332","0.121428733988771","-13.63506985326","-13.1024131541113","1.51215838685888","-3.98335938721127","-1.42486095789478","-4.41583203131318","-2.40678758501518","-0.564903872838529","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Comoros","COM","NA","0.336955879598122","0.158107961969178","2.48465889028973","4.72071136862338","8.0109643593058","10.4559396374924","12.5748953383602","16.0549626469331","20.7545655464526","24.2996084878248","43.9114265490169","38.0120691590784","31.5791757762405","32.3614481527439","63.3455102499823","30.883137855669","74.4913671829278","96.7215670236853","80.6116737576684","84.6719061244249","88.3113415450205","91.6693393307347","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Congo, Dem. Rep.","COD","NA","-16.5960617093319","32.4827940655712","-23.7464449050419","-11.4536176286505","-10.5032723973352","-23.6938050211467","-27.5029852277805","-26.3420557681227","-40.1476945243649","-37.4094626279157","-50.7365258880764","-44.5197643877695","-45.6698094233722","-40.7148996043515","-42.2967767383553","-33.0035498822435","-34.971758343882","-45.2339342483904","-46.8463158920275","-41.9554027119723","-41.8444110396372","-41.7344293893644","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Congo, Rep.","COG","NA","-14.8039819804056","28.472969382365","-21.026726133219","-10.5595195409935","-8.80402255146406","-18.8606084722083","-21.6523106035454","-49.0926026344986","-56.1489632498605","-55.2570729796169","-44.4051945167756","-60.8925844333955","-45.1219083522643","-46.0349375675421","-38.7683166409858","-40.2360052511479","-46.2489610464956","-51.1442591643607","-45.5393648340102","-44.5388047369326","-44.1339591435076","-43.7571660138061","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Costa Rica","CRI","NA","3.69226388820902","17.8114450321318","16.990399512619","21.6843722377645","17.0013900112405","15.2843052554172","15.4858648328878","23.0579506755312","20.3026565255817","14.6324750148381","27.0375782264885","16.3418658398107","21.2019993114514","23.0152314393861","17.4713656085634","24.6845549441859","31.4673996408815","25.7483083749175","28.7878241652956","35.9652970335025","39.5739508811798","42.8256790099776","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Cote d'Ivoire","CIV","NA","-18.5722646672283","-6.34761804230422","-12.2805025136431","-12.3526250920791","-3.12269457222389","-4.71744448530572","-2.15089093864568","-83.598645902877","-84.0229517091798","-80.6553054152137","-81.2193964749312","-81.1623986722155","-85.277886939266","-84.9332168221882","-82.7315166239419","-82.0968088930843","-81.69550496659","-80.4979492722644","-79.8389536787711","-78.6300103324895","-78.3000317656556","-77.9881555280011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Croatia","HRV","NA","-24.1454807676222","-28.6155098084808","-28.3696345975645","-30.6513220909822","-29.1155098205726","-30.6121613254061","-23.8652022456275","-21.0232151192515","-21.6820560767637","-21.3687320645676","-21.7919303674883","-18.5194441498496","-13.5959288758045","-14.5182526669962","-14.0229749280711","-12.7949973745802","-4.12627366681674","-5.1714548690334","-9.4238024763509","-10.254079295765","-12.3244631039618","-12.4179209801836","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Cuba","CUB","NA","-10.6492292601979","-18.7947208949985","-23.4016072835769","-20.2586336711712","-18.3349703044173","-14.8409464555452","-12.9819980769782","-18.458196294899","-19.6545400474249","-18.9089783656091","-21.9760596476272","-14.3975534214374","-14.9897264167388","-14.839000588255","-19.7751329814471","-20.2273718230745","-22.8437569330287","-14.8771834129841","-11.3922218739016","-12.7295500154721","-10.2959599497168","-8.10868625630022","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Curacao","CUW","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Cyprus","CYP","NA","11.2317289080414","18.3449640980297","22.0694500072199","30.4537663515084","28.5339162052308","35.1104235185971","36.527084580229","43.3650563130032","47.6106600761762","55.0135222442413","51.8583091158374","56.7300300391724","73.4119307637907","70.071942410425","73.7047434846409","70.7846730242909","76.932608077342","78.6611253662467","NA","NA","49.1578433422836","44.8474721167244","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Total greenhouse gas emissions (% change from 1990),"EN.ATM.GHGT.ZG","Czechia","CZE","NA","-9.07978177663804","-14.7576405051903","-19.2455490420204","-23.0344837852645","-23.2908475002484","-21.0312436709948","-23.8280954891224","-25.1096153995466","-27.4314449060349","-17.4232466064203","-19.6397979894923","-22.3409018541794","-19.5562348339151","-22.4899943087493","-24.7979946756561","-24.6874668968505","-23.6321232232542","-26.5710521268939","-29.7285817800557","-25.7380839856568","-26.2954906192693","-29.1780732287795","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
